time,city,pm2_5,pm10,ozone
2025-12-13 18:00:00,Bengaluru,30.3,33.3,63
2025-12-13 18:00:00,Bengaluru,30.3,33.3,63
2025-12-13 18:00:00,Bengaluru,30.3,33.3,63
2025-12-13 18:00:00,Mumbai,38.2,39.2,102
2025-12-13 18:00:00,Hyderabad,42.7,44.2,82
2025-12-13 18:00:00,Bengaluru,30.3,33.3,63
2025-12-13 18:00:00,Kolkata,113.4,117.1,54
2025-12-13 18:00:00,Delhi,204.4,205.4,51
2025-12-13 19:00:00,Delhi,194.2,195.1,51
2025-12-13 19:00:00,Kolkata,112.9,116.9,50
2025-12-13 19:00:00,Bengaluru,29.7,32.7,72
2025-12-13 19:00:00,Bengaluru,29.7,32.7,72
2025-12-13 19:00:00,Mumbai,41.0,41.9,89
2025-12-13 19:00:00,Bengaluru,29.7,32.7,72
2025-12-13 19:00:00,Bengaluru,29.7,32.7,72
2025-12-13 19:00:00,Hyderabad,42.1,43.7,88
2025-12-13 19:00:00,Bengaluru,29.7,32.7,72
2025-12-13 20:00:00,Bengaluru,30.6,33.4,81
2025-12-13 20:00:00,Kolkata,112.5,116.2,47
2025-12-13 20:00:00,Mumbai,42.3,43.1,78
2025-12-13 20:00:00,Bengaluru,30.6,33.4,81
2025-12-13 20:00:00,Bengaluru,30.6,33.4,81
2025-12-13 20:00:00,Bengaluru,30.6,33.4,81
2025-12-13 20:00:00,Hyderabad,42.1,43.7,96
2025-12-13 20:00:00,Bengaluru,30.6,33.4,81
2025-12-13 20:00:00,Delhi,189.5,190.5,50
2025-12-13 21:00:00,Bengaluru,32.1,34.9,87
2025-12-13 21:00:00,Bengaluru,32.1,34.9,87
2025-12-13 21:00:00,Hyderabad,42.8,44.4,102
2025-12-13 21:00:00,Delhi,188.6,189.1,48
2025-12-13 21:00:00,Bengaluru,32.1,34.9,87
2025-12-13 21:00:00,Bengaluru,32.1,34.9,87
2025-12-13 21:00:00,Mumbai,42.7,43.4,69
2025-12-13 21:00:00,Kolkata,111.5,115.5,45
2025-12-13 21:00:00,Bengaluru,32.1,34.9,87
2025-12-13 22:00:00,Hyderabad,43.5,45.2,107
2025-12-13 22:00:00,Kolkata,111.3,115.0,40
2025-12-13 22:00:00,Bengaluru,34.0,36.8,89
2025-12-13 22:00:00,Bengaluru,34.0,36.8,89
2025-12-13 22:00:00,Bengaluru,34.0,36.8,89
2025-12-13 22:00:00,Delhi,187.7,188.6,45
2025-12-13 22:00:00,Mumbai,43.1,43.8,62
2025-12-13 22:00:00,Bengaluru,34.0,36.8,89
2025-12-13 22:00:00,Bengaluru,34.0,36.8,89
2025-12-13 23:00:00,Bengaluru,36.2,39.2,88
2025-12-13 23:00:00,Bengaluru,36.2,39.2,88
2025-12-13 23:00:00,Delhi,187.7,188.6,42
2025-12-13 23:00:00,Hyderabad,44.4,45.9,111
2025-12-13 23:00:00,Kolkata,112.0,115.9,36
2025-12-13 23:00:00,Bengaluru,36.2,39.2,88
2025-12-13 23:00:00,Bengaluru,36.2,39.2,88
2025-12-13 23:00:00,Bengaluru,36.2,39.2,88
2025-12-13 23:00:00,Mumbai,43.1,43.8,57
2025-12-14 00:00:00,Mumbai,42.6,43.4,52
2025-12-14 00:00:00,Hyderabad,45.8,47.4,112
2025-12-14 00:00:00,Bengaluru,39.1,42.3,85
2025-12-14 00:00:00,Bengaluru,39.1,42.3,85
2025-12-14 00:00:00,Kolkata,114.8,118.7,40
2025-12-14 00:00:00,Delhi,189.1,189.5,40
2025-12-14 00:00:00,Bengaluru,39.1,42.3,85
2025-12-14 00:00:00,Bengaluru,39.1,42.3,85
2025-12-14 00:00:00,Bengaluru,39.1,42.3,85
2025-12-14 01:00:00,Kolkata,123.9,128.5,58
2025-12-14 01:00:00,Bengaluru,45.3,48.7,79
2025-12-14 01:00:00,Bengaluru,45.3,48.7,79
2025-12-14 01:00:00,Delhi,197.0,197.4,30
2025-12-14 01:00:00,Bengaluru,45.3,48.7,79
2025-12-14 01:00:00,Bengaluru,45.3,48.7,79
2025-12-14 01:00:00,Hyderabad,50.1,51.6,108
2025-12-14 01:00:00,Mumbai,42.4,43.2,43
2025-12-14 01:00:00,Bengaluru,45.3,48.7,79
2025-12-14 02:00:00,Bengaluru,50.8,53.9,71
2025-12-14 02:00:00,Hyderabad,59.8,61.2,101
2025-12-14 02:00:00,Bengaluru,50.8,53.9,71
2025-12-14 02:00:00,Kolkata,122.5,126.7,84
2025-12-14 02:00:00,Delhi,218.4,218.9,21
2025-12-14 02:00:00,Bengaluru,50.8,53.9,71
2025-12-14 02:00:00,Bengaluru,50.8,53.9,71
2025-12-14 02:00:00,Bengaluru,50.8,53.9,71
2025-12-14 02:00:00,Mumbai,45.2,45.9,34
2025-12-14 03:00:00,Bengaluru,45.4,47.7,71
2025-12-14 03:00:00,Hyderabad,52.7,53.8,102
2025-12-14 03:00:00,Bengaluru,45.4,47.7,71
2025-12-14 03:00:00,Bengaluru,45.4,47.7,71
2025-12-14 03:00:00,Bengaluru,45.4,47.7,71
2025-12-14 03:00:00,Delhi,241.2,242.1,38
2025-12-14 03:00:00,Kolkata,105.9,108.5,112
2025-12-14 03:00:00,Bengaluru,45.4,47.7,71
2025-12-14 03:00:00,Mumbai,48.1,48.8,42
2025-12-14 04:00:00,Bengaluru,31.9,34.7,86
2025-12-14 04:00:00,Bengaluru,31.9,34.7,86
2025-12-14 04:00:00,Kolkata,84.3,86.6,143
2025-12-14 04:00:00,Bengaluru,31.9,34.7,86
2025-12-14 04:00:00,Bengaluru,31.9,34.7,86
2025-12-14 04:00:00,Delhi,198.8,199.3,105
2025-12-14 04:00:00,Mumbai,48.8,49.6,74
2025-12-14 04:00:00,Bengaluru,31.9,34.7,86
2025-12-14 04:00:00,Hyderabad,34.7,36.0,119
2025-12-14 05:00:00,Mumbai,48.9,49.9,121
2025-12-14 05:00:00,Bengaluru,23.9,25.9,109
2025-12-14 05:00:00,Kolkata,58.3,61.5,176
2025-12-14 05:00:00,Bengaluru,23.9,25.9,109
2025-12-14 05:00:00,Bengaluru,23.9,25.9,109
2025-12-14 05:00:00,Bengaluru,23.9,25.9,109
2025-12-14 05:00:00,Bengaluru,23.9,25.9,109
2025-12-14 05:00:00,Delhi,167.6,168.1,199
2025-12-14 05:00:00,Hyderabad,31.5,32.9,143
2025-12-14 06:00:00,Bengaluru,19.2,21.1,126
2025-12-14 06:00:00,Bengaluru,19.2,21.1,126
2025-12-14 06:00:00,Delhi,140.2,140.6,269
2025-12-14 06:00:00,Bengaluru,19.2,21.1,126
2025-12-14 06:00:00,Bengaluru,19.2,21.1,126
2025-12-14 06:00:00,Mumbai,50.4,51.5,175
2025-12-14 06:00:00,Kolkata,44.0,47.6,201
2025-12-14 06:00:00,Bengaluru,19.2,21.1,126
2025-12-14 06:00:00,Hyderabad,27.9,29.3,161
2025-12-14 07:00:00,Hyderabad,26.6,28.0,168
2025-12-14 07:00:00,Mumbai,58.1,59.3,242
2025-12-14 07:00:00,Bengaluru,16.7,18.9,134
2025-12-14 07:00:00,Bengaluru,16.7,18.9,134
2025-12-14 07:00:00,Bengaluru,16.7,18.9,134
2025-12-14 07:00:00,Delhi,118.0,119.2,298
2025-12-14 07:00:00,Kolkata,39.1,43.1,215
2025-12-14 07:00:00,Bengaluru,16.7,18.9,134
2025-12-14 07:00:00,Bengaluru,16.7,18.9,134
2025-12-14 08:00:00,Delhi,102.7,104.1,305
2025-12-14 08:00:00,Bengaluru,15.9,18.3,136
2025-12-14 08:00:00,Mumbai,70.5,71.7,316
2025-12-14 08:00:00,Bengaluru,15.9,18.3,136
2025-12-14 08:00:00,Bengaluru,15.9,18.3,136
2025-12-14 08:00:00,Hyderabad,26.1,27.7,170
2025-12-14 08:00:00,Bengaluru,15.9,18.3,136
2025-12-14 08:00:00,Bengaluru,15.9,18.3,136
2025-12-14 08:00:00,Kolkata,38.5,42.6,221
2025-12-14 09:00:00,Hyderabad,26.0,27.6,166
2025-12-14 09:00:00,Mumbai,74.5,75.7,362
2025-12-14 09:00:00,Bengaluru,15.5,18.0,132
2025-12-14 09:00:00,Bengaluru,15.5,18.0,132
2025-12-14 09:00:00,Bengaluru,15.5,18.0,132
2025-12-14 09:00:00,Delhi,94.1,95.2,295
2025-12-14 09:00:00,Kolkata,38.6,42.8,217
2025-12-14 09:00:00,Bengaluru,15.5,18.0,132
2025-12-14 09:00:00,Bengaluru,15.5,18.0,132
2025-12-14 10:00:00,Kolkata,39.8,43.9,200
2025-12-14 10:00:00,Hyderabad,25.7,27.5,157
2025-12-14 10:00:00,Bengaluru,15.8,18.0,120
2025-12-14 10:00:00,Mumbai,69.8,71.0,362
2025-12-14 10:00:00,Delhi,89.4,90.8,265
2025-12-14 10:00:00,Bengaluru,15.8,18.0,120
2025-12-14 10:00:00,Bengaluru,15.8,18.0,120
2025-12-14 10:00:00,Bengaluru,15.8,18.0,120
2025-12-14 10:00:00,Bengaluru,15.8,18.0,120
2025-12-14 11:00:00,Bengaluru,16.9,18.9,101
2025-12-14 11:00:00,Delhi,99.0,100.1,219
2025-12-14 11:00:00,Bengaluru,16.9,18.9,101
2025-12-14 11:00:00,Bengaluru,16.9,18.9,101
2025-12-14 11:00:00,Kolkata,61.7,65.2,175
2025-12-14 11:00:00,Bengaluru,16.9,18.9,101
2025-12-14 11:00:00,Bengaluru,16.9,18.9,101
2025-12-14 11:00:00,Mumbai,63.3,64.5,336
2025-12-14 11:00:00,Hyderabad,26.0,27.8,142
2025-12-14 12:00:00,Hyderabad,31.2,32.6,126
2025-12-14 12:00:00,Bengaluru,23.3,24.9,83
2025-12-14 12:00:00,Bengaluru,23.3,24.9,83
2025-12-14 12:00:00,Bengaluru,23.3,24.9,83
2025-12-14 12:00:00,Bengaluru,23.3,24.9,83
2025-12-14 12:00:00,Bengaluru,23.3,24.9,83
2025-12-14 12:00:00,Delhi,130.4,131.8,173
2025-12-14 12:00:00,Mumbai,60.8,61.9,305
2025-12-14 12:00:00,Kolkata,89.4,92.9,148
2025-12-14 13:00:00,Hyderabad,38.1,39.6,107
2025-12-14 13:00:00,Bengaluru,32.5,34.0,66
2025-12-14 13:00:00,Bengaluru,32.5,34.0,66
2025-12-14 13:00:00,Delhi,161.1,162.1,128
2025-12-14 13:00:00,Kolkata,113.9,117.3,122
2025-12-14 13:00:00,Mumbai,56.5,58.0,275
2025-12-14 13:00:00,Bengaluru,32.5,34.0,66
2025-12-14 13:00:00,Bengaluru,32.5,34.0,66
2025-12-14 13:00:00,Bengaluru,32.5,34.0,66
2025-12-14 14:00:00,Bengaluru,36.6,38.0,49
2025-12-14 14:00:00,Kolkata,133.2,136.4,95
2025-12-14 14:00:00,Hyderabad,42.5,43.9,86
2025-12-14 14:00:00,Delhi,190.9,191.9,83
2025-12-14 14:00:00,Bengaluru,36.6,38.0,49
2025-12-14 14:00:00,Bengaluru,36.6,38.0,49
2025-12-14 14:00:00,Bengaluru,36.6,38.0,49
2025-12-14 14:00:00,Bengaluru,36.6,38.0,49
2025-12-14 14:00:00,Mumbai,51.1,52.9,242
2025-12-14 15:00:00,Bengaluru,37.3,38.5,40
2025-12-14 15:00:00,Bengaluru,37.3,38.5,40
2025-12-14 15:00:00,Mumbai,46.3,48.2,212
2025-12-14 15:00:00,Bengaluru,37.3,38.5,40
2025-12-14 15:00:00,Bengaluru,37.3,38.5,40
2025-12-14 15:00:00,Delhi,215.6,216.5,49
2025-12-14 15:00:00,Kolkata,145.3,148.5,74
2025-12-14 15:00:00,Hyderabad,45.6,47.0,72
2025-12-14 15:00:00,Bengaluru,37.3,38.5,40
2025-12-14 16:00:00,Mumbai,42.0,43.9,189
2025-12-14 16:00:00,Hyderabad,48.3,49.7,68
2025-12-14 16:00:00,Bengaluru,37.3,38.4,45
2025-12-14 16:00:00,Bengaluru,37.3,38.4,45
2025-12-14 16:00:00,Bengaluru,37.3,38.4,45
2025-12-14 16:00:00,Bengaluru,37.3,38.4,45
2025-12-14 16:00:00,Kolkata,152.7,156.5,62
2025-12-14 16:00:00,Bengaluru,37.3,38.4,45
2025-12-14 16:00:00,Delhi,236.6,237.5,32
2025-12-14 17:00:00,Bengaluru,37.4,38.5,59
2025-12-14 17:00:00,Kolkata,155.5,160.7,57
2025-12-14 17:00:00,Mumbai,38.8,40.4,171
2025-12-14 17:00:00,Delhi,252.4,253.3,27
2025-12-14 17:00:00,Bengaluru,37.4,38.5,59
2025-12-14 17:00:00,Hyderabad,49.9,51.3,71
2025-12-14 17:00:00,Bengaluru,37.4,38.5,59
2025-12-14 17:00:00,Bengaluru,37.4,38.5,59
2025-12-14 17:00:00,Bengaluru,37.4,38.5,59
2025-12-14 18:00:00,Hyderabad,50.3,51.8,75
2025-12-14 18:00:00,Delhi,258.0,259.8,24
2025-12-14 18:00:00,Bengaluru,37.3,38.3,70
2025-12-14 18:00:00,Mumbai,36.1,37.4,154
2025-12-14 18:00:00,Bengaluru,37.3,38.3,70
2025-12-14 18:00:00,Bengaluru,37.3,38.3,70
2025-12-14 18:00:00,Kolkata,153.7,159.3,52
2025-12-14 18:00:00,Bengaluru,37.3,38.3,70
2025-12-14 18:00:00,Bengaluru,37.3,38.3,70
2025-12-14 19:00:00,Bengaluru,36.6,37.7,76
2025-12-14 19:00:00,Hyderabad,49.9,51.5,80
2025-12-14 19:00:00,Kolkata,151.3,156.9,47
2025-12-14 19:00:00,Bengaluru,36.6,37.7,76
2025-12-14 19:00:00,Mumbai,33.9,35.0,139
2025-12-14 19:00:00,Delhi,253.3,254.3,22
2025-12-14 19:00:00,Bengaluru,36.6,37.7,76
2025-12-14 19:00:00,Bengaluru,36.6,37.7,76
2025-12-14 19:00:00,Bengaluru,36.6,37.7,76
2025-12-14 20:00:00,Bengaluru,36.4,37.5,80
2025-12-14 20:00:00,Delhi,243.1,244.9,22
2025-12-14 20:00:00,Bengaluru,36.4,37.5,80
2025-12-14 20:00:00,Bengaluru,36.4,37.5,80
2025-12-14 20:00:00,Bengaluru,36.4,37.5,80
2025-12-14 20:00:00,Hyderabad,50.3,51.9,87
2025-12-14 20:00:00,Kolkata,150.4,156.0,44
2025-12-14 20:00:00,Mumbai,33.1,34.2,126
2025-12-14 20:00:00,Bengaluru,36.4,37.5,80
2025-12-14 21:00:00,Bengaluru,36.7,37.8,83
2025-12-14 21:00:00,Bengaluru,36.7,37.8,83
2025-12-14 21:00:00,Delhi,230.5,231.4,24
2025-12-14 21:00:00,Mumbai,33.9,34.9,114
2025-12-14 21:00:00,Hyderabad,51.0,52.7,93
2025-12-14 21:00:00,Bengaluru,36.7,37.8,83
2025-12-14 21:00:00,Bengaluru,36.7,37.8,83
2025-12-14 21:00:00,Bengaluru,36.7,37.8,83
2025-12-14 21:00:00,Kolkata,151.8,157.4,40
2025-12-14 22:00:00,Bengaluru,37.6,38.9,83
2025-12-14 22:00:00,Mumbai,34.9,36.0,101
2025-12-14 22:00:00,Hyderabad,51.8,53.6,98
2025-12-14 22:00:00,Bengaluru,37.6,38.9,83
2025-12-14 22:00:00,Delhi,214.7,215.6,26
2025-12-14 22:00:00,Bengaluru,37.6,38.9,83
2025-12-14 22:00:00,Bengaluru,37.6,38.9,83
2025-12-14 22:00:00,Bengaluru,37.6,38.9,83
2025-12-14 22:00:00,Kolkata,154.6,160.2,31
2025-12-14 23:00:00,Kolkata,156.5,161.6,21
2025-12-14 23:00:00,Delhi,196.5,197.4,29
2025-12-14 23:00:00,Bengaluru,40.3,41.8,82
2025-12-14 23:00:00,Hyderabad,52.6,54.4,102
2025-12-14 23:00:00,Mumbai,36.6,37.5,88
2025-12-14 23:00:00,Bengaluru,40.3,41.8,82
2025-12-14 23:00:00,Bengaluru,40.3,41.8,82
2025-12-14 23:00:00,Bengaluru,40.3,41.8,82
2025-12-14 23:00:00,Bengaluru,40.3,41.8,82
2025-12-15 00:00:00,Delhi,181.6,182.5,32
2025-12-15 00:00:00,Mumbai,38.0,38.8,78
2025-12-15 00:00:00,Bengaluru,44.7,46.3,82
2025-12-15 00:00:00,Bengaluru,44.7,46.3,82
2025-12-15 00:00:00,Bengaluru,44.7,46.3,82
2025-12-15 00:00:00,Hyderabad,54.4,56.1,104
2025-12-15 00:00:00,Kolkata,156.5,161.6,24
2025-12-15 00:00:00,Bengaluru,44.7,46.3,82
2025-12-15 00:00:00,Bengaluru,44.7,46.3,82
2025-12-15 01:00:00,Bengaluru,49.1,50.9,85
2025-12-15 01:00:00,Bengaluru,49.1,50.9,85
2025-12-15 01:00:00,Kolkata,162.1,167.6,47
2025-12-15 01:00:00,Bengaluru,49.1,50.9,85
2025-12-15 01:00:00,Bengaluru,49.1,50.9,85
2025-12-15 01:00:00,Hyderabad,59.3,61.0,101
2025-12-15 01:00:00,Delhi,177.9,178.8,31
2025-12-15 01:00:00,Bengaluru,49.1,50.9,85
2025-12-15 01:00:00,Mumbai,39.7,40.5,65
2025-12-15 02:00:00,Delhi,185.8,187.2,31
2025-12-15 02:00:00,Bengaluru,50.6,52.7,90
2025-12-15 02:00:00,Bengaluru,50.6,52.7,90
2025-12-15 02:00:00,Mumbai,44.0,44.9,54
2025-12-15 02:00:00,Kolkata,156.5,161.6,83
2025-12-15 02:00:00,Bengaluru,50.6,52.7,90
2025-12-15 02:00:00,Hyderabad,69.6,71.5,97
2025-12-15 02:00:00,Bengaluru,50.6,52.7,90
2025-12-15 02:00:00,Bengaluru,50.6,52.7,90
2025-12-15 03:00:00,Bengaluru,50.3,52.2,98
2025-12-15 03:00:00,Kolkata,126.7,129.9,117
2025-12-15 03:00:00,Bengaluru,50.3,52.2,98
2025-12-15 03:00:00,Delhi,183.0,183.9,46
2025-12-15 03:00:00,Bengaluru,50.3,52.2,98
2025-12-15 03:00:00,Bengaluru,50.3,52.2,98
2025-12-15 03:00:00,Mumbai,49.1,50.1,61
2025-12-15 03:00:00,Hyderabad,58.0,59.1,101
2025-12-15 03:00:00,Bengaluru,50.3,52.2,98
2025-12-15 04:00:00,Bengaluru,46.0,48.1,112
2025-12-15 04:00:00,Hyderabad,41.6,43.0,121
2025-12-15 04:00:00,Bengaluru,46.0,48.1,112
2025-12-15 04:00:00,Delhi,158.3,159.3,93
2025-12-15 04:00:00,Kolkata,95.2,98.3,148
2025-12-15 04:00:00,Mumbai,52.6,53.6,97
2025-12-15 04:00:00,Bengaluru,46.0,48.1,112
2025-12-15 04:00:00,Bengaluru,46.0,48.1,112
2025-12-15 04:00:00,Bengaluru,46.0,48.1,112
2025-12-15 05:00:00,Bengaluru,39.2,41.7,129
2025-12-15 05:00:00,Kolkata,57.0,60.8,178
2025-12-15 05:00:00,Hyderabad,36.9,38.3,148
2025-12-15 05:00:00,Bengaluru,39.2,41.7,129
2025-12-15 05:00:00,Bengaluru,39.2,41.7,129
2025-12-15 05:00:00,Delhi,131.3,132.2,156
2025-12-15 05:00:00,Mumbai,53.4,54.6,151
2025-12-15 05:00:00,Bengaluru,39.2,41.7,129
2025-12-15 05:00:00,Bengaluru,39.2,41.7,129
2025-12-15 06:00:00,Bengaluru,32.4,34.9,141
2025-12-15 06:00:00,Mumbai,54.4,55.6,205
2025-12-15 06:00:00,Kolkata,38.1,42.3,201
2025-12-15 06:00:00,Bengaluru,32.4,34.9,141
2025-12-15 06:00:00,Bengaluru,32.4,34.9,141
2025-12-15 06:00:00,Delhi,93.6,95.2,200
2025-12-15 06:00:00,Hyderabad,33.9,35.4,168
2025-12-15 06:00:00,Bengaluru,32.4,34.9,141
2025-12-15 06:00:00,Bengaluru,32.4,34.9,141
2025-12-15 07:00:00,Bengaluru,26.9,29.4,144
2025-12-15 07:00:00,Bengaluru,26.9,29.4,144
2025-12-15 07:00:00,Delhi,64.0,65.7,210
2025-12-15 07:00:00,Bengaluru,26.9,29.4,144
2025-12-15 07:00:00,Hyderabad,32.6,34.2,174
2025-12-15 07:00:00,Mumbai,57.6,58.9,263
2025-12-15 07:00:00,Kolkata,35.5,39.8,215
2025-12-15 07:00:00,Bengaluru,26.9,29.4,144
2025-12-15 07:00:00,Bengaluru,26.9,29.4,144
2025-12-15 08:00:00,Bengaluru,23.3,25.8,141
2025-12-15 08:00:00,Bengaluru,23.3,25.8,141
2025-12-15 08:00:00,Bengaluru,23.3,25.8,141
2025-12-15 08:00:00,Kolkata,35.4,39.6,220
2025-12-15 08:00:00,Delhi,49.4,51.1,201
2025-12-15 08:00:00,Bengaluru,23.3,25.8,141
2025-12-15 08:00:00,Bengaluru,23.3,25.8,141
2025-12-15 08:00:00,Hyderabad,32.4,34.0,172
2025-12-15 08:00:00,Mumbai,69.2,70.5,322
2025-12-15 09:00:00,Bengaluru,21.9,24.5,136
2025-12-15 09:00:00,Bengaluru,21.9,24.5,136
2025-12-15 09:00:00,Bengaluru,21.9,24.5,136
2025-12-15 09:00:00,Delhi,44.4,46.1,185
2025-12-15 09:00:00,Hyderabad,32.2,34.0,167
2025-12-15 09:00:00,Bengaluru,21.9,24.5,136
2025-12-15 09:00:00,Bengaluru,21.9,24.5,136
2025-12-15 09:00:00,Kolkata,35.3,39.3,216
2025-12-15 09:00:00,Mumbai,74.7,75.9,353
2025-12-15 10:00:00,Delhi,43.3,44.9,162
2025-12-15 10:00:00,Hyderabad,32.5,34.2,156
2025-12-15 10:00:00,Bengaluru,22.4,25.0,127
2025-12-15 10:00:00,Mumbai,69.8,71.2,333
2025-12-15 10:00:00,Bengaluru,22.4,25.0,127
2025-12-15 10:00:00,Bengaluru,22.4,25.0,127
2025-12-15 10:00:00,Kolkata,36.2,40.0,194
2025-12-15 10:00:00,Bengaluru,22.4,25.0,127
2025-12-15 10:00:00,Bengaluru,22.4,25.0,127
2025-12-15 11:00:00,Kolkata,52.0,54.9,162
2025-12-15 11:00:00,Bengaluru,24.2,26.6,115
2025-12-15 11:00:00,Bengaluru,24.2,26.6,115
2025-12-15 11:00:00,Bengaluru,24.2,26.6,115
2025-12-15 11:00:00,Bengaluru,24.2,26.6,115
2025-12-15 11:00:00,Bengaluru,24.2,26.6,115
2025-12-15 11:00:00,Mumbai,58.1,59.6,285
2025-12-15 11:00:00,Delhi,45.4,46.8,132
2025-12-15 11:00:00,Hyderabad,33.3,35.0,142
2025-12-15 12:00:00,Delhi,56.9,58.1,111
2025-12-15 12:00:00,Bengaluru,28.9,30.7,107
2025-12-15 12:00:00,Bengaluru,28.9,30.7,107
2025-12-15 12:00:00,Bengaluru,28.9,30.7,107
2025-12-15 12:00:00,Mumbai,51.0,52.6,248
2025-12-15 12:00:00,Bengaluru,28.9,30.7,107
2025-12-15 12:00:00,Kolkata,76.1,78.9,138
2025-12-15 12:00:00,Bengaluru,28.9,30.7,107
2025-12-15 12:00:00,Hyderabad,37.1,38.5,131
